1.621428584236474235e-01,3.333333432674407959e-01,1.796040171100979466e+00,1.766445400579920388e+00
4.438095224222967095e-01,6.645702504137027677e-01,1.741086854821159546e+00,1.696618748161027979e+00
4.859523834926741670e-01,4.287211795647938861e-01,1.639435239632924590e+00,1.513528176073758003e+00
4.192857154423282329e-01,3.343815612343122301e-01,1.422341341631753187e+00,1.295710529921189735e+00
3.978571453974359962e-01,3.333333432674407959e-01,1.258920922733488545e+00,1.200068029217750132e+00
4.090476199984550143e-01,6.603773779839089419e-01,1.187321570657548397e+00,1.119349206768491811e+00
4.992857152152629374e-01,6.635220320719592557e-01,1.107360689129148090e+00,1.034169517972934216e+00
5.723809533885547696e-01,6.656184683805741464e-01,1.042471397774560105e+00,9.625510817053932744e-01
6.157142829682145102e-01,6.666666865348815918e-01,9.834996047474088288e-01,8.837878719065923594e-01
6.554761877372151657e-01,6.666666865348815918e-01,8.983631823744092637e-01,8.329940936850301902e-01
6.654761886312848818e-01,6.572327233335506502e-01,8.642287884439742163e-01,8.097946835014054878e-01
6.880952370308693888e-01,6.603773723608292734e-01,7.825232447612853193e-01,8.205463140265746302e-01
7.040476220704260379e-01,7.746331230649408095e-01,7.639485403185798384e-01,6.720335543530542299e-01
7.361904752396402074e-01,7.389937133159277804e-01,7.115118096272151638e-01,6.325077594451185004e-01
7.857142825211796966e-01,7.222222243464967439e-01,6.439978365387235559e-01,6.525234038349967403e-01
8.016666626646404836e-01,8.375262083872309082e-01,6.119324090934935567e-01,5.340715290615393185e-01
8.235714250377247359e-01,8.060796671318557483e-01,5.757380058368046782e-01,5.477969026040730993e-01
8.569047574131262168e-01,8.144654058060556423e-01,5.332059254248937563e-01,5.355450154850317501e-01
8.242857104965618520e-01,8.742138346036275598e-01,5.562509317483220750e-01,4.523126237422415152e-01
6.938095201693830205e-01,5.880503204633604764e-01,7.124036597354072020e-01,8.075432241337854311e-01
8.457142823863597059e-01,8.846960146472139241e-01,5.068243594396681928e-01,3.927385498705150413e-01
8.397619034030606722e-01,8.480083837449176043e-01,4.955101260826701437e-01,4.342782719517653822e-01
8.545238059191476720e-01,8.742138353533714934e-01,4.631666396345410774e-01,3.793174545719938395e-01
8.719047621602104003e-01,8.563941312286088570e-01,4.205059677362441573e-01,4.274528602946479627e-01
8.328571427790891768e-01,6.551362710928766431e-01,4.892772536902200708e-01,7.708659320132537074e-01
9.238095201906704190e-01,8.794549197520850070e-01,3.499049864354588091e-01,3.714327760649926979e-01
8.371428530485857111e-01,7.893081734765250435e-01,4.907682330835432816e-01,5.744235967315217684e-01
8.033333340925828958e-01,5.922431923308462132e-01,5.557473692156019718e-01,9.854989848421804588e-01
9.216666609048843606e-01,9.171907673092007940e-01,3.193641445821239766e-01,3.025615871327478335e-01
9.002380936096111563e-01,8.878406698598801938e-01,3.562349413832028855e-01,3.667533465151516792e-01
8.811904752183528089e-01,7.976939235843202303e-01,3.771304791881924245e-01,5.820124091685943135e-01
8.950000005818549154e-01,8.773584890665497849e-01,3.487351453020459124e-01,3.864345645660874351e-01
8.821428551028173137e-01,8.165618454885182897e-01,3.797017757026922014e-01,4.974116688629366401e-01
8.190476176639398531e-01,5.880503215879764323e-01,5.230378537660552718e-01,1.103362573580171979e+00
9.080952356259027747e-01,8.238993725686702962e-01,3.240551231162888679e-01,4.776272329050789689e-01
9.214285679871127011e-01,9.098532443526405888e-01,2.851147240826061857e-01,3.088678764472217453e-01
8.723809494149117327e-01,8.375262067003069744e-01,3.923225722497418189e-01,5.194731324723681487e-01
9.485714253925142669e-01,8.784067075957292525e-01,2.262887042547975236e-01,3.893790593921388488e-01
9.366666630265257920e-01,8.417190815667686676e-01,2.440394797672827965e-01,4.928935179779739273e-01
9.247618992768581458e-01,8.731656198231678712e-01,2.650424530108769772e-01,3.724384378149824260e-01
8.528571429174570673e-01,8.679245305511186226e-01,4.604029856622219863e-01,4.389739599336618392e-01
9.195238082181839134e-01,8.668763116470672436e-01,2.787731582564966781e-01,4.377308939378591335e-01
9.228571414237931592e-01,9.140461158452544144e-01,2.548882241759981571e-01,2.647690198284650132e-01
8.880952343522082737e-01,7.955974872757054506e-01,3.586502816794174264e-01,6.451616203822430062e-01
8.471428545457976300e-01,7.651991649243816696e-01,4.362977346848873617e-01,7.406847875963591399e-01
9.573809491381758408e-01,8.689727453315783112e-01,1.756267924926110668e-01,3.600885507258229090e-01
9.109523766807147149e-01,8.249475914727216752e-01,2.788487653203663430e-01,5.319224379769286193e-01
9.430952376907780765e-01,7.672956083555640960e-01,2.023909996219334095e-01,6.747567559235125856e-01
9.364285693991751813e-01,7.631027364880783592e-01,2.095961821753354604e-01,7.984647672834261911e-01
8.923809482937766768e-01,7.023060970336386655e-01,3.623503027217728767e-01,1.081785627787218207e+00
9.476190458628392932e-01,8.616352216252740615e-01,1.889615237978952145e-01,4.867815546363404855e-01
8.678571437086377571e-01,7.589098653703365560e-01,3.816190724039361104e-01,9.219496799808628573e-01
9.069047587968054325e-01,6.058700309609467149e-01,2.929895523580766659e-01,1.385337106274358909e+00
9.440476168124449785e-01,7.662473898263847394e-01,1.936111882062895029e-01,7.844997095705578127e-01
9.390476156913099004e-01,7.075471833067120686e-01,2.029659415196095329e-01,1.093172326215408052e+00
9.154761878507478023e-01,7.348008481961376681e-01,2.665158007826123887e-01,1.003810914901067664e+00
9.476190455612681918e-01,7.023060962838946208e-01,1.879282240445415419e-01,9.901989217636719687e-01
9.571428547302881507e-01,6.886792599030260309e-01,1.624564252793788965e-01,1.041622483880265015e+00
9.545238064690715341e-01,6.614255803935932265e-01,1.606102070638111556e-01,1.225755101011234194e+00
9.090476140379905035e-01,6.928721115274248943e-01,2.595299645371380026e-01,1.164002595340493329e+00
9.266666601101557488e-01,8.333333314589734808e-01,2.176464161702564848e-01,5.722763189143916795e-01
9.433333307327259609e-01,7.872117465397097114e-01,1.882373644482521480e-01,8.192937655971860300e-01
8.830952357323397228e-01,7.557652019104867946e-01,3.631026282196952448e-01,9.235470913256864645e-01
9.626190440995353592e-01,8.396226392602020860e-01,1.227538745584232510e-01,5.224413993832824898e-01
9.104761890712239625e-01,8.364779866716396395e-01,2.806177543032737365e-01,6.212026875278672255e-01
8.654761902633166804e-01,6.844863910345161395e-01,4.316922733294112358e-01,1.367332587030323898e+00
9.454761901072092911e-01,8.689727400833705540e-01,1.860215438707243651e-01,4.410902165790211438e-01
9.152380923430124549e-01,8.710691778914733119e-01,2.458795131849390858e-01,4.038106250699679545e-01
8.552380927439248159e-01,7.264151025868061939e-01,4.649503419087047118e-01,1.176559468204120495e+00
8.490476107313519316e-01,6.719077574382038565e-01,4.416105742876728080e-01,1.194212561227240732e+00
9.557142832804293997e-01,8.469601629665063358e-01,1.593547175594028920e-01,4.400321670907473282e-01
8.950000024977183832e-01,8.731656127006003354e-01,3.182284123485996652e-01,4.625860169740780292e-01
9.526190446423633551e-01,7.631027274911508229e-01,1.546700204899977837e-01,9.469745787879768617e-01
9.642857130616903083e-01,7.568134279371058204e-01,1.362683593428560824e-01,1.027976823525514893e+00
9.483333298138210132e-01,6.257861713943241311e-01,1.738496930693231857e-01,1.379335689750857297e+00
9.480952338093802112e-01,5.702306155888539063e-01,1.739860329910048187e-01,1.866194676490699811e+00
9.673809490743137118e-01,7.631027361132064479e-01,1.196102007691349223e-01,9.452628185093965296e-01
9.659523790258736087e-01,7.264151078350139512e-01,1.289072752930223997e-01,1.060444430219677159e+00
9.499999978180442284e-01,7.568134294365936876e-01,1.630515077018312164e-01,1.161984143263232738e+00
9.595238051244191491e-01,6.970649841446546757e-01,1.279910352258455120e-01,1.357335633803276043e+00
9.519047576756705098e-01,8.574423426352206778e-01,1.487278915320833506e-01,4.861790708283770801e-01
9.159523800547634265e-01,7.610063001794634685e-01,2.687507969105527583e-01,1.219060832575994402e+00
9.447619021825847119e-01,7.348008474463936235e-01,1.915099684282072501e-01,1.438198128070846238e+00
9.514285705983639430e-01,6.834381717555927382e-01,1.646988190134011654e-01,1.748966453397798881e+00
9.664285703074364520e-01,6.855346091888235849e-01,1.189858321699180932e-01,1.738372449792406016e+00
9.726190450645629815e-01,6.729559767171271467e-01,8.958372668185758669e-02,1.698623575516185591e+00
9.702380947413898893e-01,7.610063009292075131e-01,1.063867892027788170e-01,1.300044922093690936e+00
9.490476171530429772e-01,6.876310451225664533e-01,1.926779189634890699e-01,1.754048413544331053e+00
9.704761892911933918e-01,6.834381728802086942e-01,9.316342230220990561e-02,1.802855518910120081e+00
9.754761894189175608e-01,6.802935199167743363e-01,8.007299556352552583e-02,1.957215134968172787e+00
9.564285680651666288e-01,7.117400570485576949e-01,1.575452073543731624e-01,1.713113147577961959e+00
9.523809495426359684e-01,7.568134298114657099e-01,1.589027877276142364e-01,1.470584879857751659e+00
9.378571422327132145e-01,6.781970839830314679e-01,2.231751179755000203e-01,1.995258068607288271e+00
9.809523800476674937e-01,7.201257977845534342e-01,6.808898335189690620e-02,1.496975726512430604e+00
9.595238083352645164e-01,7.201257977845534342e-01,1.338592705460974752e-01,1.538216458785833796e+00
9.183333281959806804e-01,6.058700272122269359e-01,3.188438112492717469e-01,2.416027122557912854e+00
9.711904739340146975e-01,7.589098653703365560e-01,8.916106102766380159e-02,1.444687369033553770e+00
9.485714255344300794e-01,7.578616475909011330e-01,1.808873322082772128e-01,1.471531984331847731e+00
9.388095197933060687e-01,7.232704511228597033e-01,1.901963278518191414e-01,1.544838419031796972e+00
9.561904736927576698e-01,6.834381567607136221e-01,1.432932500461382430e-01,1.878286449590100382e+00
