8.523809508908362920e-02,3.312369071462619163e-01,1.805791515963418137e+00,1.774902636150144097e+00
3.897619038642872180e-01,3.469601768367695516e-01,1.735974217596508273e+00,1.683632994597812793e+00
4.364285719891389248e-01,3.448637409030266276e-01,1.598120686553773373e+00,1.467026891198548233e+00
4.042857167089268788e-01,6.257861807661236897e-01,1.375993694010235080e+00,1.267401549051392795e+00
3.650000026538258169e-01,3.343815612343122301e-01,1.239654620772316251e+00,1.193522753955433169e+00
3.866666678871427121e-01,3.343815612343122301e-01,1.185291018088658666e+00,1.146593199585968614e+00
4.252380964479275938e-01,6.174004338447403040e-01,1.139945810749417143e+00,1.075316101500073396e+00
5.166666675359010696e-01,6.519916334991935347e-01,1.075584421839032911e+00,9.856466958357853470e-01
6.119047599711587848e-01,6.477987601322198197e-01,9.892617370401110000e-01,8.877241232860013653e-01
6.478571408561298872e-01,6.467505417904764187e-01,9.203413764635722805e-01,8.240466683915576018e-01
6.466666666524750751e-01,6.457023238236049290e-01,8.746954492160252670e-01,7.686540398207850622e-01
6.650000006315254231e-01,6.488469777242192871e-01,8.071341074648357150e-01,7.129272946021841806e-01
6.640476214034216618e-01,6.394130126485284560e-01,7.797178288300831150e-01,7.288613450602166033e-01
6.778571464830921434e-01,7.620545031514557310e-01,7.470636091061999551e-01,6.839840753273394025e-01
6.688095264491580316e-01,7.138364821110131375e-01,7.184933446702502780e-01,6.708662794820917652e-01
6.926190499038923365e-01,6.079664672695616057e-01,6.902930195842470473e-01,7.209939821711126573e-01
6.916666668085825753e-01,7.526205435114087239e-01,7.319965480338960218e-01,6.327876733533991382e-01
6.807142859236116061e-01,7.442348003387451172e-01,6.754190110024952398e-01,6.658782190496816966e-01
6.935714274112667610e-01,8.406708497296339067e-01,6.999633532194864394e-01,5.579324814508546115e-01
6.735714272728987595e-01,7.274633184918817275e-01,6.456244369347889922e-01,5.570965712925173285e-01
7.076190493823517613e-01,8.176100531464103316e-01,6.415254430401892138e-01,5.662945362756837131e-01
7.309523788946016287e-01,5.838574504702346291e-01,5.986555830353782470e-01,7.955961572299213858e-01
6.745238091619242260e-01,8.186582829217491364e-01,7.392465482155481382e-01,5.752377729370908854e-01
7.083333323754015254e-01,7.285115373959331064e-01,6.396223342844419291e-01,5.307640543898696217e-01
7.876190484279677051e-01,8.280922313156368064e-01,5.540680023885907746e-01,4.628819825139435795e-01
7.911904752254486084e-01,6.614255852669289615e-01,5.559580808594112300e-01,7.005176435476578867e-01
7.807142881055672001e-01,5.849056689994139857e-01,5.816852687370208663e-01,7.879165635918671251e-01
8.580952379142954278e-01,8.343815466143050807e-01,5.136318877339363098e-01,4.744944373766581402e-01
8.376190494036390710e-01,5.838574489707466508e-01,4.784876706344740604e-01,8.013280073426803929e-01
8.385714296783719490e-01,5.639413070378813675e-01,4.901440858840942494e-01,9.413255760504765091e-01
8.721428562665268780e-01,7.872117319197025065e-01,4.702881704483712899e-01,4.901205231933473683e-01
8.061904774180480571e-01,5.922431934554621691e-01,4.994731480167025062e-01,8.537206486710962050e-01
9.083333373069762962e-01,7.515723304178729691e-01,3.558203784837609684e-01,6.669130389982799167e-01
7.883333362993739657e-01,5.534591258696790472e-01,5.084383912029720731e-01,1.163649118546419947e+00
8.540476191611516832e-01,6.457023159512933486e-01,4.457997285184405745e-01,8.619666886779496773e-01
8.723809537433443451e-01,7.274633106195701471e-01,3.973067571009908927e-01,6.515108304765989677e-01
7.990476186786379387e-01,5.576519984869087176e-01,4.843304611387706515e-01,1.233119591976861606e+00
8.942857124620959830e-01,6.362683499384226282e-01,3.477570740594750909e-01,8.872979162436611666e-01
